,index,ITEM,FAMILY,CATEGORY,QTY,MEAN,MAX,%MAX/MEAN,STD,CV,NORMALITY_P,NOT_NORMAL,DAYS_ACTIVE,QTY%,QTY%_CS,SKU_ID,SKU_%,ABC,FOCUS
30,1293,1293,2,0,77988,106.97942386831275,507,4.739229112171103,68.25973234314446,0.6380641236876483,9.294198331645006e-26,True,727,0.35799049398171284,18.83237113939651,31.0,1.3281919451585262,A,STABLE_DEMAND
31,1413,1413,2,0,76860,105.4320987654321,263,2.494496487119438,33.01341903508085,0.3131249346418675,2.1356278523398942e-07,True,727,0.35281260408568565,19.185183743482195,32.0,1.3710368466152527,A,STABLE_DEMAND
32,1113,1113,2,0,75745,103.90260631001372,301,2.89694369265298,66.32839633807107,0.6383708618450565,8.867088969459778e-17,True,585,0.3476943884526445,19.53287813193484,33.0,1.4138817480719794,A,STABLE_DEMAND
33,907,907,2,0,75329,103.33196159122085,319,3.0871377557116118,66.5227349521575,0.6437769488526706,1.2652168190828927e-16,True,585,0.3457848120370884,19.87866294397193,34.0,1.4567266495287061,A,STABLE_DEMAND
34,620,620,2,0,75019,102.90672153635117,363,3.527466375184953,51.80868304468685,0.5034528578037125,2.7252099231780957e-16,True,727,0.3443618103812653,20.223024754353194,35.0,1.4995715509854328,A,STABLE_DEMAND
35,411,411,1,0,73879,101.34293552812072,206,2.0327021210357477,37.88002072256912,0.37378057508565204,0.00018737158097792417,True,714,0.33912883655017395,20.562153590903367,36.0,1.5424164524421593,A,STABLE_DEMAND
36,1110,1110,2,0,73364,100.63648834019205,308,3.060520146120713,48.29224605886068,0.47986815572909647,3.6267558780386094e-14,True,727,0.33676481767033883,20.898918408573707,37.0,1.585261353898886,A,STABLE_DEMAND
37,1074,1074,2,0,73215,100.4320987654321,279,2.7779963122311,44.85882753499482,0.4466582704775145,9.347866231079749e-11,True,714,0.3360808588099593,21.234999267383667,38.0,1.6281062553556127,A,STABLE_DEMAND
38,643,643,2,0,71812,98.50754458161866,326,3.309391188102267,59.364887322787396,0.6026430521126276,4.077103623753521e-16,True,621,0.32964062873537936,21.564639896119047,39.0,1.6709511568123394,A,STABLE_DEMAND
39,1373,1373,2,0,68516,93.98628257887518,314,3.340913071399381,71.50145874583737,0.7607648348665339,4.869292215764095e-23,True,511,0.31451090790443453,21.87915080402348,40.0,1.713796058269066,A,STABLE_DEMAND
40,1070,1070,2,0,67689,92.85185185185185,209,2.2508974870362985,21.47449291959757,0.23127694807703805,8.446431887243477e-10,True,727,0.3107147067129323,22.189865510736414,41.0,1.7566409597257926,A,STABLE_DEMAND
41,236,236,1,0,66537,91.27160493827161,257,2.815771675909644,36.061650169433626,0.39510261919709505,6.889954752564709e-12,True,727,0.3054266489467768,22.495292159683192,42.0,1.7994858611825193,A,STABLE_DEMAND
42,30,30,0,0,64141,87.9849108367627,284,3.22782619541323,43.95619125932524,0.49958783661071854,6.04476052545877e-11,True,727,0.29442822324564094,22.789720382928834,43.0,1.842330762639246,A,STABLE_DEMAND
43,1192,1192,2,0,63714,87.39917695473251,277,3.16936623034184,44.381197748679334,0.5077988065226988,1.2174323023964886e-15,True,727,0.2924681532229427,23.082188536151776,44.0,1.8851756640959725,A,STABLE_DEMAND
44,840,840,2,0,63036,86.46913580246914,171,1.9775842375785264,20.030044588135233,0.23164386231281464,9.056076999414131e-10,True,727,0.28935591089181995,23.371544447043597,45.0,1.9280205655526992,A,STABLE_DEMAND
45,766,766,2,0,61235,83.99862825788752,431,5.131036172123785,54.50598564050753,0.6488913780016329,3.3086176894838973e-23,True,727,0.28108873030428,23.652633177347877,46.0,1.9708654670094259,A,STABLE_DEMAND
46,721,721,2,0,61193,83.94101508916324,259,3.085499975487392,39.76283509085703,0.47369971698126867,2.3569240211184254e-15,True,714,0.2808959365315556,23.933529113879434,47.0,2.0137103684661524,A,STABLE_DEMAND
47,395,395,1,0,60885,83.51851851851852,206,2.4665188470066517,35.21644221379839,0.42166028371288533,4.421141729625544e-13,True,727,0.2794821155315765,24.21301122941101,48.0,2.056555269922879,A,STABLE_DEMAND
48,1409,1409,2,0,60861,83.48559670781893,204,2.4435352688914085,31.86967147371662,0.38173856006867146,1.1258535437264072e-07,True,727,0.27937194766144824,24.49238317707246,49.0,2.0994001713796058,A,STABLE_DEMAND
49,2082,2082,5,2,60233,82.6241426611797,175,2.1180250029053838,23.84701167404038,0.28862038268682344,0.002795775420963764,True,727,0.276489221726426,24.768872398798884,50.0,2.1422450728363325,A,STABLE_DEMAND
50,1024,1024,2,0,59651,81.82578875171468,298,3.641883623074215,48.7584998953897,0.5958818196465958,2.614114405305202e-16,True,727,0.2738176508758162,25.0426900496747,51.0,2.185089974293059,A,STABLE_DEMAND
51,83,83,0,0,58668,80.47736625514403,224,2.783391286561669,35.10349448305669,0.4361908958571679,6.742716323060449e-07,True,727,0.2693053585284804,25.31199540820318,52.0,2.227934875749786,A,STABLE_DEMAND
52,2231,2231,5,2,58537,80.29766803840877,141,1.7559663119052908,20.64796527092223,0.2571427760647506,1.9511203390720766e-06,True,727,0.2687040255706971,25.580699433773876,53.0,2.2707797772065126,A,STABLE_DEMAND
53,44,44,0,0,57676,79.11659807956104,276,3.4885220889104653,41.58456710581552,0.5256111627044094,8.841367742096207e-12,True,727,0.2647517532298465,25.84545118700372,54.0,2.3136246786632393,A,STABLE_DEMAND
54,1058,1058,2,0,56677,77.74622770919068,247,3.177003017096882,32.850394567649836,0.4225336139848039,1.3139388490406746e-17,True,727,0.2601660156357586,26.10561720263948,55.0,2.3564695801199655,A,STABLE_DEMAND
55,1350,1350,2,0,56366,77.3196159122085,172,2.2245325196040167,35.34936562941017,0.4571849615697409,3.036460914673957e-16,True,716,0.2587384236520135,26.36435562629149,56.0,2.3993144815766922,A,STABLE_DEMAND
56,1280,1280,2,0,55511,76.14677640603567,151,1.983012375925492,18.699741981404213,0.24557496540223867,1.2617695688277308e-07,True,727,0.25481369327869496,26.619169319570187,57.0,2.442159383033419,A,STABLE_DEMAND
57,1128,1128,2,0,55425,76.02880658436214,311,4.090554803788904,36.65993851764835,0.48218484762048974,4.858126128757991e-15,True,713,0.2544189250774021,26.87358824464759,58.0,2.4850042844901457,A,STABLE_DEMAND
58,2513,2513,5,2,54718,75.05898491083676,264,3.517233817025476,34.04906091169309,0.45363071392639104,2.9611265560869e-14,True,720,0.25117356323654105,27.12476180788413,59.0,2.5278491859468724,A,STABLE_DEMAND
59,1001,1001,2,0,54020,74.10150891632374,168,2.2671603109959273,21.160184735718033,0.2855567321795343,9.719006044406342e-09,True,727,0.24796951434697811,27.372731322231107,60.0,2.570694087403599,A,STABLE_DEMAND
60,1219,1219,2,0,53152,72.91083676268862,389,5.335283714629741,92.49314798195611,1.268578884686296,9.194822888742151e-30,True,346,0.24398510971067347,27.616716431941782,61.0,2.6135389888603258,A,HIGH_IMPORTANCE
61,1018,1018,2,0,52394,71.87105624142661,237,3.2975722410963084,48.20614329903851,0.6707309704355283,1.2951296817360599e-15,True,584,0.24050564114578993,27.857222073087573,62.0,2.6563838903170525,A,STABLE_DEMAND
62,732,732,2,0,52293,71.73251028806584,543,7.569789455567667,98.04865942330017,1.3668650243739282,4.548137636410595e-31,True,361,0.2400420180256669,28.09726409111324,63.0,2.6992287917737787,A,HIGH_IMPORTANCE
63,1080,1080,2,0,51894,71.18518518518519,219,3.0764828303850154,27.70007140864361,0.3891269136489997,1.2561897772057668e-15,True,727,0.23821047718478494,28.335474568298025,64.0,2.7420736932305054,A,STABLE_DEMAND
64,2298,2298,5,2,51786,71.03703703703704,255,3.5896767466110533,39.66452729170897,0.5583640442524204,1.8913867277058284e-18,True,721,0.23771472176920785,28.573189290067234,65.0,2.784918594687232,A,STABLE_DEMAND
65,925,925,2,0,50107,68.73388203017832,480,6.983455405432375,84.55736700440028,1.230213753491684,1.687907032025108e-33,True,591,0.23000756118815313,28.803196851255386,66.0,2.827763496143959,A,HIGH_IMPORTANCE
66,2115,2115,5,2,49187,67.4718792866941,163,2.415821253583264,23.361753563630995,0.34624429926376876,1.2527991088973067e-07,True,727,0.22578445949990397,29.02898131075529,67.0,2.8706083976006855,A,STABLE_DEMAND
67,729,729,2,0,48503,66.53360768175583,177,2.6603096715667074,23.861419577363222,0.35863709197158505,3.730703497240029e-07,True,727,0.22264467520124917,29.25162598595654,68.0,2.9134532990574122,A,STABLE_DEMAND
68,1276,1276,2,0,48485,66.50891632373114,155,2.3305145921418995,25.263724157417,0.37985469548843953,2.773559754132293e-05,True,727,0.22256204929865298,29.474188035255192,69.0,2.956298200514139,A,STABLE_DEMAND
69,1364,1364,2,0,47424,65.05349794238683,179,2.7515814777327936,43.70814974142714,0.6718800852205716,1.5187606025614425e-19,True,660,0.2176917113734004,29.691879746628594,70.0,2.9991431019708656,A,STABLE_DEMAND
70,2322,2322,5,2,47325,64.91769547325103,204,3.142440570522979,32.77958905200193,0.5049407378533419,3.171265149438295e-16,True,721,0.21723726890912143,29.909117015537714,71.0,3.041988003427592,A,STABLE_DEMAND
71,16,16,0,0,47160,64.69135802469135,179,2.7669847328244277,32.17998737261388,0.4974387361033825,7.699371167291247e-07,True,726,0.21647986480198977,30.125596880339703,72.0,3.0848329048843186,A,STABLE_DEMAND
72,234,234,1,0,46934,64.38134430727024,167,2.5939191204670387,26.09334433375734,0.4052935615824157,0.0005203212494961917,True,714,0.21544245069161552,30.34103933103132,73.0,3.1276778063410453,A,STABLE_DEMAND
73,2195,2195,5,2,44933,61.636488340192045,127,2.0604678076246854,19.107441642272377,0.3100021133068471,4.148527295910753e-05,True,727,0.20625720451967358,30.54729653555099,74.0,3.170522707797772,A,STABLE_DEMAND
74,1420,1420,2,0,44125,60.528120713305896,336,5.5511388101983,74.53671631497035,1.2314394604784904,6.089949599067767e-30,True,338,0.20254821955868954,30.74984475510968,75.0,3.2133676092544987,A,HIGH_IMPORTANCE
75,458,458,1,0,44067,60.44855967078189,138,2.282932806862278,21.234248233925424,0.35127798494409956,5.8883324527414516e-05,True,727,0.20228198053921298,30.952126735648893,76.0,3.2562125107112254,A,STABLE_DEMAND
76,725,725,2,0,43584,59.78600823045267,140,2.341685022026432,23.708758793363906,0.39656032398041224,0.00020146211318206042,True,726,0.20006485215288217,31.152191587801774,77.0,3.299057412167952,A,STABLE_DEMAND
77,1799,1799,3,1,42995,58.978052126200275,234,3.967577625305268,48.3524100907616,0.81983735216107,9.667070601342113e-19,True,546,0.19736114900681828,31.34955273680859,78.0,3.341902313624679,A,STABLE_DEMAND
78,2367,2367,5,2,42628,58.47462277091907,141,2.4113024303274844,18.58119176826951,0.3177650558099951,6.756581839156839e-12,True,727,0.19567649865944065,31.54522923546803,79.0,3.3847472150814055,A,STABLE_DEMAND
79,748,748,2,0,42434,58.20850480109739,181,3.1095112409860017,22.824591136229245,0.39211780502217847,2.0073405182325996e-20,True,727,0.1947859750425707,31.740015210510602,80.0,3.427592116538132,A,STABLE_DEMAND
80,2431,2431,5,2,41776,57.305898491083674,211,3.6819944465721948,30.17687748823977,0.5265928688463901,5.834177652230409e-18,True,720,0.19176553926988815,31.93178074978049,81.0,3.4704370179948585,A,STABLE_DEMAND
81,1138,1138,2,0,41766,57.29218106995885,163,2.8450653641718144,22.217109454576196,0.387786065038214,2.1739552231896072e-17,True,727,0.19171963599066805,32.12350038577116,82.0,3.513281919451585,A,STABLE_DEMAND
82,561,561,1,0,41475,56.89300411522634,123,2.1619529837251354,20.018180415417724,0.3518566250232555,1.2162983864527632e-07,True,726,0.19038385056536314,32.31388423633652,83.0,3.556126820908312,A,STABLE_DEMAND
83,1186,1186,2,0,40990,56.22770919067215,169,3.005635520858746,27.463367215954957,0.4884311954240343,1.3063941040059035e-09,True,727,0.1881575415231883,32.50204177785971,84.0,3.5989717223650386,A,STABLE_DEMAND
84,960,960,2,0,40599,55.69135802469136,221,3.9682997118155616,40.977975114010235,0.735804917808652,2.9026421498041903e-16,True,565,0.18636272330568243,32.688404501165394,85.0,3.6418166238217653,A,STABLE_DEMAND
85,228,228,1,0,40579,55.6639231824417,149,2.676778629340299,23.91223252349782,0.42958223489070485,1.0677200226391625e-12,True,727,0.18627091674724222,32.874675417912634,86.0,3.684661525278492,A,STABLE_DEMAND
86,2176,2176,5,2,40228,55.18244170096022,164,2.9719598289748435,27.09737060086192,0.49105059083296065,7.135614798689516e-13,True,720,0.18465971164661674,33.05933512955925,87.0,3.7275064267352187,A,STABLE_DEMAND
87,540,540,1,0,39850,54.6639231824417,189,3.457490589711418,24.340664353729213,0.4452784018536662,3.2499963831256196e-10,True,727,0.18292456769209697,33.24225969725135,88.0,3.770351328191945,A,STABLE_DEMAND
88,2148,2148,5,2,39703,54.46227709190672,129,2.3686119436818376,31.254213180162285,0.5738690126272147,2.4417738889396774e-18,True,604,0.1822497894875615,33.42450948673891,89.0,3.8131962296486717,A,STABLE_DEMAND
89,1016,1016,2,0,39694,54.44993141289437,165,3.030306847382476,27.145983616481423,0.4985494547391283,5.34750693145157e-16,True,727,0.1822084765362634,33.60671796327517,90.0,3.8560411311053984,A,STABLE_DEMAND
90,1085,1085,2,0,39661,54.40466392318244,117,2.1505509190388543,15.613446240105562,0.28698727488053644,0.00010415835276944563,True,727,0.18205699571483708,33.78877495899001,91.0,3.898886032562125,A,STABLE_DEMAND
91,17,17,0,0,39065,53.58710562414266,123,2.295328298988865,19.506575349310634,0.3640162147612301,0.006622860673815012,True,727,0.17932116027331915,33.96809611926333,92.0,3.9417309340188518,A,STABLE_DEMAND
92,1284,1284,2,0,38775,53.18930041152263,140,2.6321083172147004,22.978904460324408,0.4320211825035846,4.118076990522468e-09,True,727,0.17798996517593627,34.14608608443927,93.0,3.9845758354755785,A,STABLE_DEMAND
93,41,41,0,0,37909,52.00137174211248,300,5.769078582922261,56.02223114738583,1.0773221795996801,3.723258998225925e-27,True,390,0.17401474119547564,34.320100825634746,94.0,4.027420736932305,A,HIGH_IMPORTANCE
94,963,963,2,0,37805,51.85871056241427,180,3.47096944848565,36.40123713307812,0.7019310109777529,9.86419704709539e-19,True,651,0.17353734709158658,34.493638172726335,95.0,4.070265638389031,A,STABLE_DEMAND
95,1344,1344,2,0,37763,51.801097393689986,100,1.9304610332865504,15.214138121959873,0.2937030079948295,0.02449590340256691,True,726,0.17334455331886217,34.6669827260452,96.0,4.113110539845758,A,STABLE_DEMAND
96,1365,1365,2,0,37590,51.56378600823045,99,1.919952114924182,13.553175895532503,0.2628429164097684,1.4859674593026284e-05,True,727,0.17255042658835446,34.83953315263355,97.0,4.155955441302485,A,STABLE_DEMAND
97,1115,1115,2,0,37509,51.452674897119344,135,2.623770295129169,19.737724564762722,0.3836092993071536,1.6439259953315855e-09,True,701,0.17217861002667165,35.01171176266022,98.0,4.1988003427592115,A,STABLE_DEMAND
98,1376,1376,2,0,36248,49.72290809327846,187,3.7608419774884134,28.386510770596267,0.5708940176496545,4.0133266998682767e-22,True,727,0.16639020651701708,35.178101969177234,99.0,4.241645244215938,A,STABLE_DEMAND
99,1707,1707,3,1,36214,49.67626886145405,188,3.78450323079472,30.52178107721454,0.6144137185974872,1.7535939936130936e-15,True,712,0.16623413536766873,35.3443361045449,100.0,4.284490145672665,A,STABLE_DEMAND
100,1776,1776,3,1,36080,49.49245541838135,195,3.9399944567627494,38.93440187090403,0.7866734746088979,3.2753997377293534e-19,True,539,0.16561903142611942,35.50995513597102,101.0,4.327335047129392,A,STABLE_DEMAND
101,3,3,0,0,35884,49.223593964334704,403,8.187130754653884,64.14512386056853,1.3031377576177254,2.0608642356215157e-31,True,308,0.16471932715340545,35.674674463124425,102.0,4.370179948586118,A,HIGH_IMPORTANCE
102,1089,1089,2,0,35676,48.93827160493827,97,1.9820887991927345,13.383718901110093,0.27348164253025165,0.0012880273861810565,True,727,0.16376453894562737,35.838439002070054,103.0,4.413024850042845,A,STABLE_DEMAND
103,1136,1136,2,0,35630,48.87517146776406,210,4.296660117878193,24.987899285838026,0.5112595728143676,5.616901707140799e-18,True,727,0.16355338386121493,36.00199238593127,104.0,4.455869751499572,A,STABLE_DEMAND
104,698,698,2,0,35570,48.79286694101509,212,4.344897385437166,41.21382401220396,0.8446690386532664,4.676495845492138e-29,True,727,0.16327796418589433,36.16527035011716,105.0,4.4987146529562985,A,STABLE_DEMAND
105,1047,1047,2,0,35549,48.76406035665295,456,9.351149118118654,45.68055917770241,0.936766931293287,1.8073013114514042e-30,True,527,0.16318156729953212,36.32845191741669,106.0,4.541559554413025,A,STABLE_DEMAND
106,831,831,2,0,35465,48.648834019204386,326,6.701085577329762,42.602367045703815,0.8757119857977748,5.7092278826994886e-27,True,521,0.16279597975408328,36.49124789717078,107.0,4.584404455869752,A,STABLE_DEMAND
107,1061,1061,2,0,35261,48.368998628257884,157,3.245880718073793,15.682361275560385,0.3242234017720292,3.9666536376306634e-19,True,727,0.16185955285799325,36.65310745002877,108.0,4.627249357326479,A,STABLE_DEMAND
108,2527,2527,5,2,35063,48.09739368998628,143,2.9731340729543962,29.127091846965335,0.6055856588551387,7.699884566753079e-14,True,645,0.16095066792943527,36.814058117958204,109.0,4.670094258783204,A,STABLE_DEMAND
109,655,655,2,0,34851,47.806584362139915,116,2.426444004476199,13.08844220004757,0.2737790698641267,2.746885172655311e-07,True,727,0.15997751840996915,36.97403563636817,110.0,4.712939160239931,A,STABLE_DEMAND
110,1769,1769,3,1,34638,47.51440329218107,203,4.272388706045383,38.28637211218834,0.8057845507761793,1.2059709134715528e-18,True,555,0.15899977856258105,37.13303541493075,111.0,4.755784061696658,A,STABLE_DEMAND
111,2383,2383,5,2,34603,47.46639231824417,157,3.3076033869895674,23.587615097868955,0.49693296553323324,5.995849433268474e-14,True,720,0.1588391170853107,37.29187453201606,112.0,4.7986289631533845,A,STABLE_DEMAND
112,2329,2329,5,2,34598,47.459533607681756,334,7.0375744262674145,77.82472784448323,1.6398123185914872,1.1340313417717682e-35,True,227,0.15881616544570065,37.45069069746176,113.0,4.841473864610111,A,HIGH_IMPORTANCE
113,2451,2451,5,2,34545,47.38683127572016,325,6.858445505861919,76.67043530933113,1.6179692383992588,1.4235954053271636e-35,True,230,0.15857287806583412,37.60926357552759,114.0,4.884318766066838,A,HIGH_IMPORTANCE
114,1313,1313,2,0,34180,46.88614540466392,210,4.478935049736688,28.971697776834457,0.6179159648716303,4.871938698654882e-27,True,727,0.15689740837430047,37.76616098390189,115.0,4.927163667523565,A,STABLE_DEMAND
115,1025,1025,2,0,34133,46.82167352537723,149,3.1822869363958635,39.6669655505267,0.8471923911268849,5.978329989853331e-23,True,480,0.156681662961966,37.922842646863856,116.0,4.970008568980291,A,STABLE_DEMAND
116,728,728,2,0,34050,46.70781893004115,146,3.1258149779735684,22.14130337523023,0.47403847754898204,2.825202294950364e-18,True,727,0.15630066574443918,38.079143312608295,117.0,5.012853470437018,B,STABLE_DEMAND
117,745,745,2,0,33989,46.6241426611797,167,3.581835299655771,32.39872248297871,0.6948915440316421,3.9575639153154407e-17,True,564,0.15602065574119658,38.23516396834949,118.0,5.055698371893745,B,STABLE_DEMAND
118,839,839,2,0,33692,46.21673525377229,178,3.851418734417666,24.986912943532424,0.5406464304830564,6.882061169520017e-16,True,653,0.15465732834835963,38.389821296697846,119.0,5.098543273350471,B,STABLE_DEMAND
119,2111,2111,5,2,33560,46.035665294924556,129,2.802175208581645,17.131964882784498,0.372145482704109,1.4856168460133587e-14,True,727,0.1540514050626543,38.5438727017605,120.0,5.141388174807198,B,STABLE_DEMAND
120,1394,1394,2,0,33545,46.01508916323731,657,14.277925175137874,35.957026281901676,0.781418159472539,1.8497139729087585e-43,True,727,0.15398255014382414,38.69785525190432,121.0,5.184233076263925,B,STABLE_DEMAND
121,666,666,2,0,33501,45.95473251028807,89,1.9366884570609832,16.06458061193683,0.34957402065914295,6.0613907407969236e-05,True,727,0.15378057571525572,38.851635827619575,122.0,5.2270779777206515,B,STABLE_DEMAND
122,1451,1451,3,1,33472,45.914951989026065,147,3.201571462715105,22.204368166902967,0.4835977651073214,7.729263409861353e-12,True,727,0.15364745620551742,39.005283283825094,123.0,5.269922879177378,B,STABLE_DEMAND
123,454,454,1,0,33385,45.795610425240056,154,3.362767710049423,33.313169069489874,0.7274314887421931,3.146841394877893e-19,True,555,0.15324809767630257,39.1585313815014,124.0,5.312767780634105,B,STABLE_DEMAND
124,1315,1315,2,0,33248,45.6076817558299,168,3.6835899903753613,15.191081327495464,0.33308163762464493,4.937897059641692e-19,True,727,0.1526192227509872,39.31115060425238,125.0,5.355612682090832,B,STABLE_DEMAND
125,1401,1401,2,0,33124,45.43758573388203,113,2.4869279072575776,19.995240166803384,0.44005947595699996,1.1755393991563778e-08,True,727,0.15205002208865795,39.46320062634104,126.0,5.3984575835475574,B,STABLE_DEMAND
126,958,958,2,0,33078,45.37448559670782,170,3.7465989479412296,17.36505132332393,0.3827051942288876,8.590257426473392e-17,True,727,0.1518388670042455,39.615039493345286,127.0,5.441302485004284,B,STABLE_DEMAND
